Product_name,Count_Colour,Gender,Price_before_Promotion (£),Promotion_Percentage (%),Price_after_Promotion (£)
JordanWomen's Knit Trousers,1,Female,74.95,,74.95
Nike Solo SwooshMen's Short-Sleeve Heavyweight Top,5,Male,44.95,,44.95
JordanMen's Graphic T-Shirt,4,Male,32.95,,32.95
Nike Therma-FIT ADV A.P.S.Men's Fleece Fitness Hoodie,2,Male,149.0,40.0,89.4
Nike SportswearMen's Retro Fleece Pullover Hoodie,2,Male,72.9,39.0,44.47
Tiger WoodsMen's Knit Golf Jumper,4,Male,109.95,,109.95
Nike RepelWomen's Trail-Running Jacket,3,Female,99.95,,99.95
Galatasaray Academy ProMen's Nike Football Jacket,1,Male,74.9,40.0,44.94
Jordan Artist Series by Umar RashidMen's T-shirt,2,Male,37.95,,37.95
Nike Fast TempoWomen's Dri-FIT Running Shorts,3,Female,37.95,,37.95
Nike Sportswear ClubMen's Tank Top,2,Male,22.9,,22.9
Nike Dri-FIT TourMen's Golf Polo,2,Male,69.95,,69.95
Jordan EssentialsMen's Jacket,1,Male,269.0,40.0,161.4
Nike AirMen's French Terry Joggers,1,Male,69.9,40.0,41.94
Chelsea F.C. AWFWomen's Football Jacket,1,Female,84.9,40.0,50.94
Air Jordan WordmarkWomen's Fleece Trousers,2,Female,84.95,,84.95
Team 31Men's Nike Dri-FIT NBA T-Shirt,3,Male,32.95,,32.95
Nike Dri-FIT AcademyWomen's Football Pants,2,Female,39.9,29.0,28.33
Team 31 Standard IssueMen's Nike Dri-FIT NBA Trousers,1,Male,77.95,,77.95
Nike Dri-FIT MilerMen's Running Top,2,Male,27.95,,27.95
Netherlands 2022/23 Stadium AwayMen's Nike Dri-FIT Football Shirt,0,Male,74.9,35.0,48.68
Nike SportswearMen's Lined Winterized Pullover Hoodie,1,Male,112.0,54.0,51.52
NikeCourt Dri-FIT ADV SlamMen's Tennis Top,1,Male,79.95,,79.95
Nike Trail Dawn RangeMen's Dri-FIT Running Trousers,1,Male,89.95,,89.95
Jordan SportWomen's Tunnel Trousers,2,Female,109.95,,109.95
Tottenham Hotspur 2022/23 StadiumMen's Nike Dri-FIT Football Shorts,1,Male,37.9,19.0,30.7
Nigeria 2022/23 Stadium HomeMen's Nike Dri-FIT Football Shirt,1,Male,79.95,,79.95
Nike Dri-FIT ADV A.P.S.Men's Short-Sleeve Fitness Top,2,Male,64.9,40.0,38.94
NikeCourt Dri-FITMen's Tennis T-Shirt,4,Male,32.95,,32.95
Netherlands 2023 Stadium AwayWomen's Nike Dri-FIT Football Shirt,0,Female,79.95,,79.95
Nike Dri-FIT Logo Legend (NFL Seattle Seahawks)Men's T-Shirt,1,Male,24.95,,24.95
F.C. Barcelona FlowMen's Nike Graphic Football Shorts,1,Male,54.95,,54.95
Jordan Flight FleeceWomen's Trousers,2,Female,72.9,39.0,44.47
Boston CelticsMen's Nike NBA T-Shirt,1,Male,39.95,,39.95
Nike Everyday EssentialsCrew Socks,2,Unisex,13.95,,13.95
Jordan 23 EngineeredMen's T-Shirt,2,Male,44.95,,44.95
Inter Milan StrikeMen's Nike Dri-FIT Hooded Knit Football Tracksuit,1,Male,124.95,,124.95
Nike SportswearWomen's Woven Cargo Trousers,4,Female,72.95,,72.95
Nike Forward ShortsWomen's High-Waisted Shorts,2,Female,89.95,,89.95
Nike SB TanglinShort-sleeve Woven Button-up Skate Top,3,Unisex,64.95,,64.95
Nike ACGMen's T-Shirt,3,Male,44.95,,44.95
Nike Sportswear Tech Fleece LightweightMen's Shorts,1,Male,64.95,,64.95
Brooklyn NetsMen's Nike Dri-FIT NBA Pre-game Shorts,1,Male,54.95,,54.95
Nike Dri-FIT RepelMen's 5-Pocket Slim-Fit Golf Trousers,2,Male,77.95,,77.95
Nike Everyday Plus LightweightWomen's Training No-Show Socks (3 Pairs),1,Female,16.95,,16.95
JordanCropped Graphic T-Shirt,2,Unisex,39.9,29.0,28.33
Nike Dri-FIT RaceWomen's Short-Sleeve Running Top,3,Female,37.95,,37.95
Nike Sportswear Everyday ModernWomen's High-waisted Woven Shorts (Plus Size),4,Female,59.95,,59.95
Nike Storm-FIT Run Division Phenom EliteMen's Running Trousers,2,Male,89.95,,89.95
Jordan EssentialsMen's Cropped Trousers,2,Male,64.95,,64.95
F.C. BarcelonaWomen's Nike Football T-Shirt,1,Female,27.95,,27.95
JordanWomen's Graphic T-Shirt,1,Female,32.9,19.0,26.65
Nike Pro 365Women's Leggings (Plus Size),1,Female,39.95,,39.95
Liverpool F.C. 2022/23 Match HomeMen's Nike Dri-FIT ADV Football Shorts,1,Male,69.95,,69.95
Team 31 ClubMen's Nike NBA Pullover Hoodie,1,Male,64.95,,64.95
NFL Seattle Seahawks Vapor Untouchable (Russell Wilson)Men's Limited American Football Jersey,1,Male,124.95,,124.95
Paris Saint-GermainMen's Woven Pants,1,Male,79.9,,79.9
Jordan BrooklynWomen's Fleece Trousers,1,Female,64.9,29.0,46.08
Nike SBMen's Skate T-Shirt,1,Male,37.95,,37.95
Nike Club FleeceMen's Cropped Trousers,3,Male,54.95,,54.95
Dallas Mavericks Statement EditionJordan Dri-FIT NBA Swingman Jersey,1,Unisex,94.95,,94.95
Los Angeles Lakers EssentialMen's Jordan NBA T-Shirt,1,Male,32.95,,32.95
GiannisMen's Nike Dri-FIT Basketball T-Shirt,1,Male,32.95,,32.95
LA Clippers Icon Edition 2022/23Nike Dri-FIT NBA Swingman Jersey,1,Unisex,94.9,,94.9
Paris Saint-GermainMen's Anthem Jacket,1,Male,134.0,,134.0
New Zealand 2022/23 Stadium HomeMen's Nike Dri-FIT Football Shirt,1,Male,74.95,,74.95
Nike ProWomen's Mid-Rise Mesh-Panelled Leggings,1,Female,39.95,,39.95
F.C. Barcelona Academy ProMen's Nike Dri-FIT Pre-Match Football Top,2,Male,59.95,,59.95
Liverpool F.C.Women's Cropped Football Tank,1,Female,27.9,14.0,23.99
Nike Sportswear Tech PackMen's Woven Trousers,2,Male,112.95,,112.95
Nike Dri-FIT Academy 23Women's Football Shorts,1,Female,22.9,10.0,20.61
Nike AirMen's Oversized Short-sleeve Top,2,Male,59.9,40.0,35.94
Nike Dri-FIT F.C.Men's Fleece Football Pants,2,Male,64.95,,64.95
Nike Dri-FIT OneWomen's Standard-Fit Tank (Plus Size),3,Female,27.95,,27.95
Nike Sportswear ClubMen's Full-Zip Jacket,1,Male,59.9,40.0,35.94
Nike Sportswear ClubMen's French Terry Pullover Hoodie,3,Male,69.95,,69.95
Nike Dri-FITMen's 20cm (approx.) Premium Basketball Shorts,2,Male,79.95,,79.95
Jordan Flight MVPMen's Long-Sleeve T-Shirt,2,Male,39.9,24.0,30.32
Jordan SportWomen's Fleece Hoodie,2,Female,89.95,,89.95
Nike Storm-FIT Academy ProMen's Hooded Graphic Football Rain Jacket,1,Male,99.9,40.0,59.94
F.C. BarcelonaWomen's Nike Dri-FIT Woven Football Jacket,1,Female,74.95,,74.95
Nike Dri-FITWomen's Trail Running Tank,1,Female,44.95,,44.95
Jordan x Nina Chanel AbneyWomen's Trousers,1,Female,124.95,,124.95
Nike SportswearWomen's High-Waisted Ribbed Jersey Shorts (Plus Size),1,Female,44.9,29.0,31.88
Nike Sportswear Club FleeceCrew,1,Unisex,49.9,29.0,35.43
Nike Dry GraphicMen's Dri-FIT Hooded Fitness Pullover Hoodie,1,Male,59.9,50.0,29.95
Netherlands StrikeWomen's Nike Dri-FIT Knit Football Top,1,Female,44.95,,44.95
Jordan EssentialMen's Statement Warm-Up Trousers,1,Male,84.9,50.0,42.45
JordanWomen's Woven Trousers,1,Female,72.95,,72.95
Nike Pro WarmMen's Tights,1,Male,49.9,40.0,29.94
Nike AirMen's French Terry Joggers,2,Male,72.9,39.0,44.47
Jordan EssentialsMen's Woven Trousers,2,Male,69.95,,69.95
Australia Academy ProMen's Knit Football Jacket,1,Male,74.9,40.0,44.94
Nike Dri-FITWomen's Running Crew,1,Female,54.95,,54.95
Jordan SportWomen's Graphic T-Shirt,2,Female,39.95,,39.95
Nike Dri-FITWomen's Printed Tank Top,1,Female,27.95,,27.95
Nike Trail Dri-FITMen's Running T-Shirt,3,Male,34.95,,34.95
Air Jordan WordmarkMen's T-Shirt,5,Male,49.9,14.0,42.91
Jordan x Two 18Women's Trousers,1,Female,99.9,10.0,89.91
Los Angeles Lakers ClubMen's Nike NBA Pullover Hoodie,1,Male,69.95,,69.95
Nike SportswearMen's Max90 T-Shirt,3,Male,39.95,,39.95
Chelsea F.C. TravelMen's Fleece Football Hoodie,1,Male,74.9,40.0,44.94
Australia WindrunnerMen's Nike Football Down Gilet,1,Male,89.95,,89.95
Nike Be TrueFleece Hoodie,1,Unisex,89.95,,89.95
NFL Tampa Bay Buccaneers (Tom Brady)Men's Game Jersey,1,Male,84.95,,84.95
Nike SportswearMen's T-Shirt,1,Male,37.95,,37.95
Nike Sportswear Swoosh LeagueMen's French Terry Joggers,1,Male,59.9,40.0,35.94
NikeCourtMen's Fleece Tennis Hoodie,2,Male,74.9,40.0,44.94
Nike SBMen's Skate T-Shirt,1,Male,37.95,,37.95
Nike Dri-FIT RaceWomen's Short-Sleeve Running Top,1,Female,37.9,24.0,28.8
Nike ShieldWomen's Running Jacket,1,Female,104.95,,104.95
Nike Dri-FIT ADV APSMen's Fitness Base Layer Shorts,1,Male,69.95,,69.95
Paris Saint-GermainMen's Pocket T-Shirt,1,Male,44.9,24.0,34.12
Paris Saint-GermainMen's Fleece Hoodie,1,Male,99.95,,99.95
Nike Sportswear Tech FleeceMen's Open-Hem Tracksuit Bottoms,2,Male,109.95,,109.95
Nike Sportswear Club FleeceMen's Pullover Hoodie,2,Male,59.9,29.0,42.53
Los Angeles LakersWomen's Nike NBA Long-Sleeve T-Shirt,1,Female,37.9,10.0,34.11
Jordan Flight MVPMen's Tank Top,4,Male,32.95,,32.95
Barcelona Air TrafficMen's Nike Football T-Shirt,1,Male,27.95,,27.95
Nike Dri-FIT OneWomen's Standard Fit Tank,2,Female,27.95,,27.95
Jordan SportWomen's Leggings,2,Female,54.95,,54.95
Nike Sportswear Everyday EssentialNo-Show Socks (3 Pairs),3,Unisex,16.95,,16.95
Nike Dri-FIT FleeceMen's Full-Zip Camo Fitness Hoodie,1,Male,64.9,34.0,42.83
Nike Dri-FITMen's Full-zip Basketball Jacket,1,Male,134.95,,134.95
NOCTAMen's Reversible Gilet,1,Male,134.95,,134.95
Nike Sportswear Sport EssentialsMen's Woven Lined Flow Shorts,6,Male,37.95,,37.95
Nike Dri-FIT UnscriptedMen's Golf Polo,2,Male,54.95,,54.95
Norway 2023 Stadium HomeWomen's Nike Dri-FIT Football Shirt,1,Female,79.95,,79.95
Nike Pro Dri-FITMen's Tight-Fit Long-Sleeve Top,2,Male,37.95,,37.95
Nike Sportswear Gym VintageWomen's Trousers,1,Female,54.9,29.0,38.98
Nike MatchFitFootball Knee-High Socks,2,Unisex,14.95,,14.95
Jordan 23 EngineeredMen's Jacket,1,Male,99.9,50.0,49.95
Chelsea F.C. VictoryMen's Nike Dri-FIT Football Polo,1,Male,39.95,,39.95
Brazil 2023 Stadium AwayWomen's Nike Dri-FIT Football Shirt,0,Female,79.95,,79.95
Nike ProHijab 2.0,1,Unisex,39.95,,39.95
Nike Dri-FIT Logo Legend (NFL New Orleans Saints)Men's T-Shirt,1,Male,27.95,,27.95
Paris Saint-Germain 2023/24 Match HomeMen's Nike Dri-FIT ADV Football Shirt,0,Male,124.95,,124.95
Nike ACG Polartec® 'Wolf Tree'Men's Trousers,2,Male,144.95,,144.95
Nike Sportswear EssentialWomen's Woven High-Rise Shorts,3,Female,49.95,,49.95
Golden State Warriors ClubMen's Nike NBA Pullover Hoodie,1,Male,64.95,,64.95
Paris Saint-Germain 2023/24 Match Home/AwayMen's Nike Dri-FIT ADV Football Shorts,2,Male,69.95,,69.95
Nike Dri-FIT City ReadyWomen's Gilet,1,Female,109.0,40.0,65.4
Miami Heat Icon EditionMen's Nike NBA Swingman Shorts,1,Male,64.95,,64.95
Nike UnscriptedMen's Golf Jacket,1,Male,89.95,,89.95
Liverpool F.C. StrikeMen's Nike Storm-FIT Down Football Jacket,1,Male,164.0,40.0,98.4
FFFMen's Punk Bomber Jacket,1,Male,164.0,44.0,91.84
Nike Dri-FIT DNAMen's Basketball Jersey,3,Male,49.9,29.0,35.43
Nike Dri-FIT FleeceMen's Pullover Fitness Hoodie,2,Male,72.9,39.0,44.47
Qatar 2022/23 Stadium AwayMen's Nike Dri-FIT Football Shirt,1,Male,74.95,,74.95
Nike Sportswear Club FleeceWomen's Logo Crew-Neck Sweatshirt,1,Female,54.9,40.0,32.94
Nike ProMen's Fleece Training Trousers,1,Male,77.95,,77.95
Nike Sportswear Modern FleeceWomen's High-Waisted French Terry Trousers,3,Female,74.95,,74.95
NikeMen's Long-Sleeve T-Shirt,1,Male,37.9,24.0,28.8
Nike Dri-FIT ADV Run DivisionMen's 10cm (approx.) Brief-Lined Running Shorts,2,Male,87.95,,87.95
JordanWomen's Long-Sleeve Cropped T-Shirt,4,Female,39.95,,39.95
Atlético Madrid Strike Home/AwayKnee-high Football Socks,2,Unisex,17.95,,17.95
Galatasaray StrikeMen's Nike Dri-FIT Short-Sleeve Football Top,1,Male,41.95,,41.95
Nike Dri-FIT AdvantageWomen's Short Tennis Skirt,1,Female,64.9,40.0,38.94
Chelsea F.C. 2022/23 Stadium HomeMen's Nike Dri-FIT Football Shirt,1,Male,74.9,40.0,44.94
Nike Dri-FIT OneWomen's Slim Fit Tank,1,Female,27.95,,27.95
FFF StrikeMen's Nike Dri-FIT Hooded Football Tracksuit,1,Male,109.0,45.0,59.95
FFF AWFWomen's Full-Zip Football Jacket,1,Female,89.95,,89.95
Jordan Dri-FIT SportWomen's Diamond Shorts (Plus Size),1,Female,64.95,,64.95
Inter MilanMen's French Terry Football Pants,1,Male,49.95,,49.95
Nike SportswearMen's Lightweight Woven Jacket,1,Male,72.95,,72.95
Inter Milan StrikeMen's Nike Dri-FIT Football Drill Top,1,Male,59.9,40.0,35.94
France Jordan Therma Flex ShowtimeMen's Basketball Trousers,1,Male,89.95,,89.95
Nike Dri-FITMen's Fitness T-Shirt,1,Male,34.95,,34.95
Nike SportswearMen's Repeat Shorts,3,Male,44.9,29.0,31.88
Nike Sportswear Air MaxMen's Joggers,2,Male,72.9,39.0,44.47
Nike Dri-FIT Get FitWomen's Training Crew,1,Female,54.95,,54.95
Paris Saint-Germain Standard IssueMen's Nike Football Pullover Hoodie,1,Male,79.95,,79.95
Atlético MadridMen's French Terry Graphic Sweatshirt,1,Male,59.95,,59.95
Nike SportswearWomen's High-Waisted Ribbed Jersey Skirt,2,Female,44.95,,44.95
Nike Dri-FIT AcademyMen's Football Tracksuit Jacket,1,Male,54.95,,54.95
Nike ACGMen's Long-Sleeve T-Shirt,2,Male,49.95,,49.95
Jordan SportWomen's Joggers,1,Female,72.95,,72.95
Nike SportswearWomen's Woven Skirt,2,Female,69.95,,69.95
Nike Dri-FIT FastMen's 1/2-Length Racing Tights,1,Male,39.95,,39.95
Nike Sportswear Windrunner CanvasMen's Insulated Hooded Jacket,1,Male,114.95,,114.95
Canada 2020 Stadium HomeWomen's Football Shirt,1,Female,69.95,,69.95
Chelsea F.C. StrikeWomen's Nike Dri-FIT Knit Football Pants,1,Female,64.95,,64.95
Jordan Dri-FIT Sport CrossoverMen's Fleece Hoodie,2,Male,64.95,,64.95
Dallas Mavericks Statement EditionMen's Jordan Dri-FIT NBA Swingman Basketball Shorts,1,Male,64.95,,64.95
Nike SB SkyringSkate Shorts,2,Unisex,69.95,,69.95
Jordan Dri-FIT ADV SportMen's Golf Polo,3,Male,89.95,,89.95
Nike Forward CrewMen's Crew,1,Male,109.95,,109.95
Nike Sportswear Phoenix FleeceWomen's High-waisted Oversized Trousers,3,Female,69.95,,69.95
Chelsea F.C.Men's Nike T-Shirt,1,Male,32.95,,32.95
Nike Sportswear Tech PackMen's Engineered Knit Short-Sleeve Jumper,2,Male,79.95,,79.95
F.C. Barcelona Academy ProMen's Nike Football Jacket,1,Male,74.95,,74.95
Spain Nike Dri-FITMen's Team Basketball T-Shirt,1,Male,32.95,,32.95
Jordan Flight MVPMen's Graphic Fleece Pullover Hoodie,1,Male,72.9,,72.9
Jordan Brooklyn FleeceWomen's Crew-Neck Sweatshirt,3,Female,69.95,,69.95
Utah Jazz ClubMen's Nike NBA Pullover Hoodie,1,Male,64.95,,64.95
Inter Milan StrikeWomen's Nike Dri-FIT Knit Football Drill Top,1,Female,59.9,40.0,35.94
Jordan Artist Series by Parker DuncanWomen's T-Shirt,2,Female,37.9,28.0,27.29
Golden State Warriors Statement EditionJordan Dri-FIT NBA Swingman Jersey,1,Unisex,94.95,,94.95
Nike ACG 'Wolf Tree'Women's Top,1,Female,112.0,39.0,68.32
Jordan Flight MVPMen's Lightweight Fleece Trousers,3,Male,72.95,,72.95
Paris Saint-GermainWomen's Hoodie,1,Female,74.95,,74.95
Paris Saint-Germain 2023/24 Stadium AwayMen's Nike Dri-FIT Football Shirt,0,Male,79.95,,79.95
Jordan Jumpman AirMen's Short-Sleeve T-Shirt,1,Male,29.9,19.0,24.22
Nike SwooshMen's Fleece Trousers,1,Male,82.95,,82.95
Golden State WarriorsMen's Nike NBA T-Shirt,2,Male,32.95,,32.95
Nike Dri-FIT StrikeMen's Football Drill Top,2,Male,54.9,29.0,38.98
Jordan Flight MVPMen's Woven Trousers,2,Male,89.9,40.0,53.94
Nike Standard IssueMen's Dri-FIT Basketball Trousers,2,Male,69.95,,69.95
Nike Sportswear Phoenix FleeceWomen's High-Waisted Curve 7/8 Tracksuit Bottoms,2,Female,54.95,,54.95
The Nike PoloPrint Slim-Fit Polo,1,Unisex,69.9,40.0,41.94
Nike SportswearWomen's Jersey Shorts,1,Female,44.95,,44.95
NetherlandsWomen's Nike Dri-FIT Pre-Match Football Top,1,Female,54.9,34.0,36.23
Jordan x ShelflifeWomen's Trousers,1,Female,99.95,,99.95
Nike Everyday Max CushionedTraining Ankle Socks (3 Pairs),2,Unisex,13.95,,13.95
Galatasaray 2022/23 Stadium Home/AwayOver-the-Calf Football Socks,1,Unisex,16.95,,16.95
Boston Celtics CourtsideMen's Nike Dri-FIT NBA Graphic Shorts,1,Male,44.95,,44.95
Jordan EssentialsHoliday Jumpman Fleece Sweatshirt,2,Unisex,72.9,39.0,44.47
New York Knicks Statement EditionJordan Dri-FIT NBA Swingman Jersey,1,Unisex,94.95,,94.95
Jordan BrooklynWomen's Fleece Trousers,1,Female,59.9,40.0,35.94
Nike SBMen's Logo Skate T-Shirt,1,Male,32.95,,32.95
FFF 2022/23 Stadium AwayMen's Nike Dri-FIT Football Shorts,1,Male,37.9,24.0,28.8
Jordan Flight FleeceWomen's Pullover Hoodie,1,Female,82.95,,82.95
Nike Sportswear WindrunnerMen's Hooded Jacket,1,Male,79.9,29.0,56.73
Nike SportswearWomen's Woven Wave Dye Jacket,1,Female,129.0,19.0,104.49
Nike Dri-FIT ISoFlyWomen's Basketball Shorts,1,Female,37.95,,37.95
Nike TechMen's Lined Woven Trousers,1,Male,99.95,,99.95
Nike Everyday LightweightTraining No-Show Socks (3 Pairs),2,Unisex,13.95,,13.95
Jordan 23 EngineeredMen's Fleece Pullover Hoodie,2,Male,134.95,,134.95
Galatasaray 2023/24 Match HomeMen's Nike Dri-FIT ADV Short-Sleeve Football Shirt,1,Male,125.95,,125.95
Nike Sportswear Phoenix FleeceWomen's 3/4-Sleeve Crop Polo Sweatshirt,3,Female,64.9,40.0,38.94
Nike SportswearWomen's Woven Cargo Trousers,2,Female,72.95,,72.95
England Standard IssueWomen's Nike Dri-FIT Trousers,1,Female,74.95,,74.95
Nike Sportswear Storm-FIT ADV Tech PackWomen's Trench Coat,1,Female,314.0,40.0,188.4
Tottenham Hotspur StrikeWomen's Nike Dri-FIT Football Pants,1,Female,59.9,40.0,35.94
Nike ACG Dri-FIT ADV IndyWomen's Light-Support Reversible Sports Bra,1,Female,39.95,,39.95
Los Angeles Lakers Standard IssueMen's Nike Dri-FIT NBA Trousers,1,Male,77.95,,77.95
Inter Milan Strike Home/AwayKnee-high Football Socks,1,Unisex,17.95,,17.95
Nike (M)Women's Pullover (Maternity),1,Female,74.9,40.0,44.94
NikeCourt Dri-FIT VictoryMen's 23cm (approx.) Tennis Shorts,1,Male,37.9,,37.9
Sabrina Ionescu Liberty Explorer EditionNike Dri-FIT WNBA Victory Jersey,1,Unisex,87.95,,87.95
Nike Sportswear Essential Storm-FITWomen's Woven Parka Jacket,1,Female,139.0,,139.0
Nike Dri-FIT Standard IssueMen's Pullover Basketball Hoodie,2,Male,114.95,,114.95
Nike SBFleece Pullover Skate Hoodie,3,Unisex,99.95,,99.95
Team 31 ClubMen's Nike NBA Pullover Hoodie,1,Male,64.95,,64.95
EnglandMen's Nike T-Shirt,1,Male,27.95,,27.95
Los Angeles Lakers Standard IssueMen's Nike Dri-FIT NBA Sweatshirt,1,Male,72.95,,72.95
Portugal 2022/23 Stadium AwayWomen's Nike Dri-FIT Football Shirt,0,Female,74.95,,74.95
F.C. Barcelona Strike EliteWomen's Nike Dri-FIT ADV Football Drill Top,1,Female,94.9,40.0,56.94
Nike ACG 'Sierra Light'Men's Jacket,2,Male,189.95,,189.95
Paris Saint-GermainWomen's Nike Dri-FIT Pullover Hoodie,1,Female,74.9,40.0,44.94
Nike Sportswear AirMen's French Terry Pullover Hoodie,2,Male,74.9,40.0,44.94
NFL Kansas City Chiefs (Patrick Mahomes)Men's Game American Football Jersey,1,Male,84.95,,84.95
Jordan FlightWomen's Top,3,Female,44.9,40.0,26.94
Nike Dry GraphicMen's Dri-FIT Taper Fitness Trousers,1,Male,59.9,34.0,39.53
Nike Yoga Dri-FITMen's Shorts,1,Male,44.95,,44.95
FFF 2023 Match HomeWomen's Nike Dri-FIT ADV Football Shirt,0,Female,124.95,,124.95
Jordan JumpmanMen's T-Shirt,6,Male,32.95,,32.95
Inter Milan Academy ProMen's Nike Dri-FIT Pre-Match Football Top,1,Male,59.95,,59.95
F.C. Barcelona StrikeMen's Nike Dri-FIT ADV Football Shorts,1,Male,59.9,29.0,42.53
FFF 2023 Stadium HomeMen's Nike Dri-FIT Football Shirt,0,Male,79.95,,79.95
Nike Sportswear Phoenix FleeceWomen's Over-Oversized Crew-Neck Sweatshirt,6,Female,54.95,,54.95
NikeCourt Dri-FIT VictoryWomen's Flouncy Tennis Skirt (Plus Size),1,Female,44.95,,44.95
England 2023 Match HomeWomen's Nike Dri-FIT ADV Football Shirt,0,Female,124.95,,124.95
Jordan SportMen's Winterized Jacket,1,Male,109.95,,109.95
F.C. BarcelonaMen's French Terry Graphic Sweatshirt,1,Male,59.95,,59.95
Boston Celtics Statement EditionMen's Jordan Dri-FIT NBA Swingman Basketball Shorts,1,Male,64.95,,64.95
Nike Sportswear TrendMen's Bomber Jacket,2,Male,179.0,40.0,107.4
Nike BlissWomen's Dri-FIT Fitness High-Waisted 8cm (approx.) Brief-Lined Shorts,2,Female,49.9,29.0,35.43
Jordan Flight MVPMen's Fleece Pullover Hoodie,1,Male,89.95,,89.95
Nike Sportswear Phoenix FleeceWomen's Oversized Fleece Sweatshirt,2,Female,69.9,29.0,49.63
Nike Sportswear Tech PackMen's UPF Woven Trousers,2,Male,99.95,,99.95
Jordan Essential HolidayMen's Hoodie,1,Male,72.9,39.0,44.47
Team 31Men's Nike NBA DNA Tear-Away Trousers,1,Male,89.95,,89.95
Nike Sportswear Phoenix FleeceWomen's Oversized 1/2-Zip Crop Sweatshirt,1,Female,64.9,50.0,32.45
Nike TechKnitMen's Dri-FIT ADV Long-sleeve Running Top,1,Male,69.9,40.0,41.94
Nike ProMen's Dri-FIT Tight Sleeveless Fitness Top,3,Male,32.95,,32.95
Nike Dri-FIT ADV Run DivisionMen's 10cm (approx.) Brief-Lined Running Shorts,1,Male,84.9,,84.9
Brooklyn Nets EssentialWomen's Jordan NBA T-Shirt,1,Female,32.9,10.0,29.61
Nike Sportswear Standard IssueMen's Fleece Pullover Hoodie,2,Male,59.9,40.0,35.94
Nike Sportswear ClubMen's Short-Sleeve Top,1,Male,44.95,,44.95
Nike Dri-FIT Run Division Rise 365Men's Running Tank,2,Male,49.95,,49.95
Nike Trail Magic HourMen's Dri-FIT Running Hoodie,2,Male,69.9,10.0,62.91
Nike Max90Men's Basketball T-shirt,2,Male,39.95,,39.95
NikeCourt Dri-FIT HeritageWomen's Tennis Skirt,1,Female,69.95,,69.95
Nike SBShort-sleeve Woven Skate Button Down,1,Unisex,64.95,,64.95
Jordan Artist Series by Parker DuncanWomen's Hoodie,2,Female,89.9,40.0,53.94
Nike SBShort-sleeve Woven Skate Button Down,1,Unisex,64.9,29.0,46.08
Nike Historic Raglan (NFL Patriots)Men's Sweatshirt,1,Male,59.95,,59.95
Nike Dry GraphicMen's Dri-FIT Hooded Fitness Pullover Hoodie,1,Male,54.9,,54.9
Nike Dri-FIT StrikeWomen's Football Shorts,4,Female,37.95,,37.95
NikeCourt Dri-FIT SlamWomen's Tennis Tank Top,1,Female,69.95,,69.95
Nike Dri-FIT Swoosh Fly Standard IssueWomen's Basketball Trousers,1,Female,72.9,39.0,44.47
"Nike Dri-FIT ChallengerMen's 7"" (18cm approx.) Unlined Running Shorts",1,Male,39.95,,39.95
Nike Storm-FIT Run DivisionWomen's Running Jacket,2,Female,134.95,,134.95
Jordan EssentialsMen's Statement Varsity Jacket,3,Male,204.0,40.0,122.4
JordanMen's T-Shirt,1,Male,37.9,,37.9
Nike SportswearWomen's Oversized French Terry Pullover Hoodie,2,Female,77.95,,77.95
Atlético MadridWomen's Nike Dri-FIT Football Jacket,1,Female,74.9,40.0,44.94
Paris Saint-Germain Strike AwayWomen's Jordan Dri-FIT Knit Football Shorts,1,Female,32.9,10.0,29.61
Nike SportswearWomen's Mid-Rise Ribbed Biker Shorts,1,Female,49.9,29.0,35.43
Nike SportswearWomen's High-Waisted Biker Shorts,1,Female,37.9,28.0,27.29
Nike SportswearMen's T-Shirt,2,Male,32.95,,32.95
Boston Celtics SpotlightMen's Nike Dri-FIT NBA Trousers,1,Male,69.95,,69.95
Nike Sportswear EssentialsWomen's Cami Bodysuit,2,Female,44.95,,44.95
Tottenham HotspurMen's Nike Air Hooded Woven Jacket,1,Male,124.0,40.0,74.4
Nike Club FleeceMen's French Terry Shorts,2,Male,49.95,,49.95
Nike Dri-FIT StrideMen's 18cm (approx.) Brief-Lined Printed Running Shorts,1,Male,69.95,,69.95
Nike Sportswear AuthenticsMen's Varsity Jacket,1,Male,164.0,50.0,82.0
Team 31 ClubMen's Nike NBA Pullover Hoodie,1,Male,64.95,,64.95
Nike SportswearWomen's Oversized Sports Utility Crew-Neck Sweatshirt,1,Female,69.95,,69.95
Tottenham Hotspur 2022/23 Match AwayMen's Nike Dri-FIT ADV Football Shirt,1,Male,114.0,40.0,68.4
Nike Everyday EssentialsCrew Socks,2,Unisex,12.95,,12.95
Jordan (Her)itageWomen's T-shirt,2,Female,39.9,29.0,28.33
Nike SportswearMen's Fleece Gilet,2,Male,59.9,29.0,42.53
Jordan EssentialsMen's Chicago Trousers,2,Male,99.95,,99.95
Jordan 23 EngineeredMen's Woven Trousers,1,Male,74.95,,74.95
Jordan Sport Dri-FITMen's Mesh Shorts,2,Male,37.9,14.0,32.59
Jordan x ShelflifeWomen's Crew-Neck Sweatshirt,1,Female,109.95,,109.95
Jordan 23 EngineeredWomen's Diamond Woven Trousers,1,Female,144.0,40.0,86.4
Nike Dri-FITWomen's Tennis Tee,1,Female,27.95,,27.95
Team 31 Courtside Max90Men's Nike NBA T-Shirt,1,Male,34.9,14.0,30.01
Nike Sportswear Therma-FIT ADV Tech PackMen's Tech Fleece Engineered Trousers,2,Male,114.95,,114.95
